Lemma,Gender,Nom_Sg,Gen_Sg,Acc_Sg,Voc_Sg,Nom_Pl,Gen_Pl,Acc_Pl,Voc_Pl
καθεστώς,Neut,καθεστώς,καθεστώτος,καθεστώς,καθεστώς,καθεστώτα,καθεστώτων,καθεστώτα,καθεστώτα
καθηγήτρια,Fem,καθηγήτρια,καθηγήτριας,καθηγήτρια,καθηγήτρια,καθηγήτριες,καθηγητριών,καθηγήτριες,καθηγήτριες
καθηγητής,Masc,καθηγητής,καθηγητή,καθηγητή,καθηγητή,καθηγητάδες,καθηγητάδων,καθηγητάδες,καθηγητάδες
καθημερινότητα,Fem,καθημερινότητα,καθημερινότητος,καθημερινότητα,καθημερινότητα,καθημερινότητες,καθημερινοτήτων,καθημερινότητες,καθημερινότητες
καθιστικό,Neut,καθιστικό,καθιστικού,καθιστικό,καθιστικό,καθιστικά,καθιστικών,καθιστικά,καθιστικά
καθοδήγηση,Fem,καθοδήγηση,καθοδήγησης,καθοδήγηση,καθοδήγηση,καθοδηγήσεις,καθοδηγήσεων,καθοδηγήσεις,καθοδηγήσεις
καθρέφτης,Masc,καθρέφτης,καθρέφτη,καθρέφτη,καθρέφτη,καθρέφτες,καθρεφτών,καθρέφτες,καθρέφτες
καθυστέρηση,Fem,καθυστέρηση,καθυστέρησης,καθυστέρηση,καθυστέρηση,καθυστερήσεις,καθυστερήσεων,καθυστερήσεις,καθυστερήσεις
καινοτομία,Fem,καινοτομία,καινοτομίας,καινοτομία,καινοτομία,καινοτομίες,καινοτομιών,καινοτομίες,καινοτομίες
καιρός,Masc,καιρός,καιρού,καιρό,καιρέ,καιροί,καιρών,καιρούς,καιροί
κακά,Neut,,,,,κακά,κακών,κακά,κακά
κακάο,Neut,,,,,,,,
κακία,Fem,κακία,κακίας,κακία,κακία,κακίες,κακιών,κακίες,κακίες
κακοποιός,Masc,κακοποιός,κακοποιού,κακοποιό,κακοποιέ,κακοποιοί,κακοποιών,κακοποιούς,κακοποιοί
καλά,Neut,,,,,,,,
καλάθι,Neut,καλάθι,καλαθιού,καλάθι,καλάθι,καλάθια,καλαθιών,καλάθια,καλάθια
καλαμπόκι,Neut,καλαμπόκι,καλαμποκιού,καλαμπόκι,καλαμπόκι,καλαμπόκια,καλαμποκιών,καλαμπόκια,καλαμπόκια
καλημέρα,Fem,καλημέρα,καλημέρας,καλημέρα,καλημέρα,καλημέρες,καλημερών,καλημέρες,καλημέρες
καλλιέργεια,Fem,καλλιέργεια,καλλιέργειας,καλλιέργεια,καλλιέργεια,καλλιέργειες,καλλιεργειών,καλλιέργειες,καλλιέργειες
καλλιγραφία,Fem,,,,,,,,
καλλιτέχνης,Masc,καλλιτέχνης,καλλιτέχνη,καλλιτέχνη,καλλιτέχνη,καλλιτέχνες,καλλιτεχνών,καλλιτέχνες,καλλιτέχνες
καλοκαίρι,Neut,καλοκαίρι,καλοκαιριού,καλοκαίρι,καλοκαίρι,καλοκαίρια,καλοκαιριών,καλοκαίρια,καλοκαίρια
καλοριφέρ,Neut,,,,,,,,
καλοσύνη,Fem,καλοσύνη,καλοσύνης,καλοσύνη,καλοσύνη,καλοσύνες,-,καλοσύνες,καλοσύνες
καλούπι,Neut,καλούπι,καλουπιού,καλούπι,καλούπι,καλούπια,καλουπιών,καλούπια,καλούπια
καλσόν,Neut,,,,,,,,
καλυτέρευση,Fem,καλυτέρευση,καλυτέρευσης,καλυτέρευση,καλυτέρευση,καλυτερεύσεις,καλυτερεύσεων,καλυτερεύσεις,καλυτερεύσεις
καλωσόρισμα,Neut,καλωσόρισμα,καλωσορίσματος,καλωσόρισμα,καλωσόρισμα,καλωσορίσματα,καλωσορισμάτων,καλωσορίσματα,καλωσορίσματα
καλός,Masc,καλός,καλού,καλό,καλέ,καλοί,καλών,καλούς,καλοί
καλύβα,Fem,καλύβα,καλύβας,καλύβα,καλύβα,καλύβες,καλυβών,καλύβες,καλύβες
καλώδιο,Neut,καλώδιο,καλώδιου,καλώδιο,καλώδιο,καλώδια,καλώδιων,καλώδια,καλώδια
καλών,el,,,,,,,,
καμήλα,Fem,καμήλα,καμήλας,καμήλα,καμήλα,καμήλες,καμήλων,καμήλες,καμήλες
καμβάς,Masc,καμβάς,καμβά,καμβά,καμβά,καμβάδες,καμβάδων,καμβάδες,καμβάδες
καμηλοπάρδαλη,Fem,καμηλοπάρδαλη,καμηλοπάρδαλης,καμηλοπάρδαλη,καμηλοπάρδαλη,καμηλοπαρδάλεις,καμηλοπαρδάλεων,καμηλοπαρδάλεις,καμηλοπαρδάλεις
καμπάνια,Fem,καμπάνια,καμπάνιας,καμπάνια,καμπάνια,καμπάνιες,-,καμπάνιες,καμπάνιες
καμπίνα,Fem,καμπίνα,καμπίνας,καμπίνα,καμπίνα,καμπίνες,καμπινών,καμπίνες,καμπίνες
καμπύλη,Fem,καμπύλη,καμπύλης,καμπύλη,καμπύλη,καμπύλες,καμπυλών,καμπύλες,καμπύλες
κανάλι,Neut,κανάλι,καναλιού,κανάλι,κανάλι,κανάλια,καναλιών,κανάλια,κανάλια
κανάτα,Fem,κανάτα,κανάτας,κανάτα,κανάτα,κανάτες,κανατών,κανάτες,κανάτες
καναπές,Masc,καναπές,καναπέ,καναπέ,καναπέ,καναπέδες,καναπέδων,καναπέδες,καναπέδες
κανονισμός,Masc,κανονισμός,κανονισμού,κανονισμό,κανονισμέ,κανονισμοί,κανονισμών,κανονισμούς,κανονισμοί
κανόνας,Masc,κανόνας,κανόνα,κανόνα,κανόνα,κανόνες,κανόνων,κανόνες,κανόνες
κανόνι,Neut,κανόνι,κανονιού,κανόνι,κανόνι,κανόνια,κανονιών,κανόνια,κανόνια
καπάκι,Neut,καπάκι,καπακιού,καπάκι,καπάκι,καπάκια,καπακιών,καπάκια,καπάκια
καπέλο,Neut,καπέλο,καπέλου,καπέλο,καπέλο,καπέλα,καπέλων,καπέλα,καπέλα
καπετάνιος,Masc,καπετάνιος,καπετάνιου,καπετάνιο,καπετάνιε,καπετάνιοι,καπετάνιων,καπετάνιους,καπετάνιοι
καπιταλισμός,Masc,καπιταλισμός,καπιταλισμού,καπιταλισμό,καπιταλισμέ,καπιταλισμοί,καπιταλισμών,καπιταλισμούς,καπιταλισμοί
καπνιστής,Masc,καπνιστής,καπνιστή,καπνιστή,καπνιστή,καπνιστές,καπνιστών,καπνιστές,καπνιστές
καπνός,Masc,καπνός,καπνού,καπνό,καπνέ,καπνοί,καπνών,καπνούς,καπνοί
καράβι,Neut,καράβι,καραβιού,καράβι,καράβι,καράβια,καραβιών,καράβια,καράβια
καρέκλα,Fem,καρέκλα,καρέκλας,καρέκλα,καρέκλα,καρέκλες,καρεκλών,καρέκλες,καρέκλες
καραμέλα,Fem,καραμέλα,καραμέλας,καραμέλα,καραμέλα,καραμέλες,καραμελών,καραμέλες,καραμέλες
καρβέλι,Neut,καρβέλι,καρβελιού,καρβέλι,καρβέλι,καρβέλια,καρβελιών,καρβέλια,καρβέλια
καρδιά,Fem,καρδιά,καρδιάς,καρδιά,καρδιά,καρδιές,καρδιών,καρδιές,καρδιές
καρδινάλιος,Masc,καρδινάλιος,καρδιναλίου,καρδινάλιο,καρδινάλιε,καρδινάλιοι,καρδιναλίων,καρδιναλίους,καρδινάλιοι
καρδιολόγος,Masc,καρδιολόγος,καρδιολόγου,καρδιολόγο,καρδιολόγε,καρδιολόγοι,καρδιολόγων,καρδιολόγους,καρδιολόγοι
καριέρα,Fem,καριέρα,καριέρας,καριέρα,καριέρα,καριέρες,-,καριέρες,καριέρες
καρκίνος,Masc,καρκίνος,καρκίνου,καρκίνο,καρκίνε,καρκίνοι,καρκίνων,καρκίνους,καρκίνοι
καρπούζι,Neut,καρπούζι,καρπουζιού,καρπούζι,καρπούζι,καρπούζια,καρπουζιών,καρπούζια,καρπούζια
καρπός,Masc,καρπός,καρπού,καρπό,καρπέ,καρποί,καρπών,καρπούς,καρποί
καρότο,Neut,καρότο,καρότου,καρότο,καρότο,καρότα,καρότων,καρότα,καρότα
κασκόλ,Neut,,,,,,,,
κατάδυση,Fem,κατάδυση,κατάδυσης,κατάδυση,κατάδυση,καταδύσεις,καταδύσεων,καταδύσεις,καταδύσεις
κατάθεση,Fem,κατάθεση,κατάθεσης,κατάθεση,κατάθεση,καταθέσεις,καταθέσεων,καταθέσεις,καταθέσεις
κατάθλιψη,Fem,κατάθλιψη,κατάθλιψης,κατάθλιψη,κατάθλιψη,καταθλίψεις,καταθλίψεων,καταθλίψεις,καταθλίψεις
κατάκτηση,Fem,κατάκτηση,κατάκτησης,κατάκτηση,κατάκτηση,κατακτήσεις,κατακτήσεων,κατακτήσεις,κατακτήσεις
κατάληξη,Fem,κατάληξη,κατάληξης,κατάληξη,κατάληξη,καταλήξεις,καταλήξεων,καταλήξεις,καταλήξεις
κατάληψη,Fem,κατάληψη,κατάληψης,κατάληψη,κατάληψη,καταλήψεις,καταλήψεων,καταλήψεις,καταλήψεις
κατάλογος,Masc,κατάλογος,καταλόγου,κατάλογο,κατάλογε,κατάλογοι,καταλόγων,καταλόγους,κατάλογοι
κατάρα,Fem,κατάρα,κατάρας,κατάρα,κατάρα,κατάρες,-,κατάρες,κατάρες
κατάργηση,Fem,κατάργηση,κατάργησης,κατάργηση,κατάργηση,καταργήσεις,καταργήσεων,καταργήσεις,καταργήσεις
κατάρρευση,Fem,κατάρρευση,κατάρρευσης,κατάρρευση,κατάρρευση,καταρρεύσεις,καταρρεύσεων,καταρρεύσεις,καταρρεύσεις
κατάρτι,Neut,κατάρτι,καταρτιού,κατάρτι,κατάρτι,κατάρτια,καταρτιών,κατάρτια,κατάρτια
κατάσκοπος,Masc,κατάσκοπος,κατασκόπου,κατάσκοπο,κατάσκοπε,κατάσκοποι,κατασκόπων,κατασκόπους,κατάσκοποι
κατάσταση,Fem,κατάσταση,κατάστασης,κατάσταση,κατάσταση,καταστάσεις,καταστάσεων,καταστάσεις,καταστάσεις
κατάστημα,Neut,κατάστημα,καταστήματος,κατάστημα,κατάστημα,καταστήματα,καταστημάτων,καταστήματα,καταστήματα
κατάστρωμα,Neut,κατάστρωμα,καταστρώματος,κατάστρωμα,κατάστρωμα,καταστρώματα,καταστρωμάτων,καταστρώματα,καταστρώματα
κατάταξη,Fem,κατάταξη,κατάταξης,κατάταξη,κατάταξη,κατατάξεις,κατατάξεων,κατατάξεις,κατατάξεις
κατάχρηση,Fem,κατάχρηση,κατάχρησης,κατάχρηση,κατάχρηση,καταχρήσεις,καταχρήσεων,καταχρήσεις,καταχρήσεις
κατήγορος,Masc,κατήγορος,κατηγόρου,κατήγορο,κατήγορο,κατήγοροι,κατηγόρων,κατηγόρους,κατήγοροι
καταγγελία,Fem,καταγγελία,καταγγελίας,καταγγελία,καταγγελία,καταγγελίες,καταγγελιών,καταγγελίες,καταγγελίες
καταγραφή,Fem,καταγραφή,καταγραφής,καταγραφή,καταγραφή,καταγραφές,καταγραφών,καταγραφές,καταγραφές
καταγωγή,Fem,καταγωγή,καταγωγής,καταγωγή,καταγωγή,καταγωγές,καταγωγών,καταγωγές,καταγωγές
καταδίκη,Fem,καταδίκη,καταδίκης,καταδίκη,καταδίκη,καταδίκες,καταδικών,καταδίκες,καταδίκες
καταιγίδα,Fem,καταιγίδα,καταιγίδας,καταιγίδα,καταιγίδα,καταιγίδες,καταιγίδων,καταιγίδες,καταιγίδες
κατανάλωση,Fem,κατανάλωση,κατανάλωσης,κατανάλωση,κατανάλωση,καταναλώσεις,καταναλώσεων,καταναλώσεις,καταναλώσεις
καταναλωτής,Masc,καταναλωτής,καταναλωτή,καταναλωτή,καταναλωτή,καταναλωτές,καταναλωτών,καταναλωτές,καταναλωτές
κατανόηση,Fem,κατανόηση,κατανόησης,κατανόηση,κατανόηση,κατανοήσεις,κατανοήσεων,κατανοήσεις,κατανοήσεις
κατασκήνωση,Fem,κατασκήνωση,κατασκήνωσης,κατασκήνωση,κατασκήνωση,κατασκηνώσεις,κατασκηνώσεων,κατασκηνώσεις,κατασκηνώσεις
κατασκευή,Fem,κατασκευή,κατασκευής,κατασκευή,κατασκευή,κατασκευές,κατασκευών,κατασκευές,κατασκευές
κατασκευαστής,Masc,κατασκευαστής,κατασκευαστή,κατασκευαστή,κατασκευαστή,κατασκευαστές,κατασκευαστών,κατασκευαστές,κατασκευαστές
καταστροφή,Fem,καταστροφή,καταστροφής,καταστροφή,καταστροφή,καταστροφές,καταστροφών,καταστροφές,καταστροφές
καταυλισμός,Masc,καταυλισμός,καταυλισμού,καταυλισμό,καταυλισμέ,καταυλισμοί,καταυλισμών,καταυλισμούς,καταυλισμοί
καταφύγιο,Neut,καταφύγιο,καταφύγιου,καταφύγιο,καταφύγιο,καταφύγια,καταφύγιων,καταφύγια,καταφύγια
καταχνιά,Fem,καταχνιά,καταχνιάς,καταχνιά,καταχνιά,καταχνιές,καταχνιών,καταχνιές,καταχνιές
